audio_path,image_path,caption,tiny_transcription,tiny_similarity,base_transcription,base_similarity,small_transcription,small_similarity,medium_transcription,medium_similarity,large_transcription,large_similarity
audios/IISc_VaaniProject_S_Bihar_Gopalganj_106232_11375320_BHGGBU_363584_8_9623.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00076.jpg,a green and white bus parked on the side of the road., We have a road to dig it and a very buscary. We have a Hari Kali and we have a bridge to go to.,0.1449678838253021, we are standing on a road and there is a very big bus on the road. there is a green and black bus on the road,0.755730390548706," We are seeing a road in this area. There is a big bus on the road. There is green, black and there is a conch on the road.",0.7143278121948242," In this picture we can see a road and a bus on the road. There are green, black and glass in the bus.",0.706963300704956," In this picture, we can see a road and a big bus is parked on the road. The bus is covered with green, black and glass.",0.7764764428138733
audios/IISc_VaaniProject_S_Bihar_Gopalganj_109628_11560148_BHGGHEC_364200_11905_17752.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00504.jpg,a sidewalk with a cat walking down it., People are looking at the color of the tea and the tea is very good.,-0.0058686481788754, People will see many cars on the road. Some people will see it from the red color.,0.1376750171184539," There are many cars parked on the street, some are white",0.216700404882431, There are many cars parked on the side of the road. Some of them are white colored.,0.2289105057716369," There is a parking lot on the edge, there are many cars parked there. Some are white in color.",0.1904051452875137
audios/IISc_VaaniProject_S_Bihar_Gopalganj_110810_11555517_JKJCYR_370327_7230_11594.wav,images/IISc_VaaniProject_GENERIC_0267.jpg,two men standing next to a motor scooter., This is a mask and a pink color is not a mask,-0.0577236525714397, There is a mask and a third color is wearing.,0.0193451140075922, a mask and a pink shirt,-0.062762014567852, wearing a pink mask,-0.0524772778153419, wearing a mask and pink shirt,-0.0445075556635856
audios/IISc_VaaniProject_S_Bihar_Gopalganj_121736_12361125_BHMO_113980_0_7800.wav,images/IISc_VaaniProject_GENERIC_0895.jpg,a statue of a woman and a baby in a fountain., Add 1 tsp of water to the pan.,0.0284863412380218," In this test, there are a lot of holes in the bottom of the stone.",0.159354954957962," In this picture, there is a stone statue on the top of the lotus. Two statues of Eidgid are also made. The flowers on the bottom are hanging.",0.4077556133270263," In this picture, there is a stone statue on top of the lotus. There are two idols of Lord Krishna and lotus flowers are hanging on the bottom.",0.4098532497882843," In this picture, there is a stone statue on a lotus. There are two statues around it and lotus flowers are also there.",0.4780670702457428
audios/IISc_VaaniProject_S_Bihar_Gopalganj_108021_11387410_BHGGME_364696_127_7795.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00450.jpg,a display of guns in a shop window, This is a very beautiful and beautiful flower.,-0.0167781971395015," This is a wall, there are many windows and windows, and there is also a wall.",0.3058841824531555, There is a wall here. There are many guns in the wall. And some things are also kept.,0.5359141230583191, There is a wall with many guns and some stuff.,0.5936259031295776, There is a wall here and there are many guns and some other things.,0.5521658062934875
audios/IISc_VaaniProject_S_Bihar_Gopalganj_112854_11680971_BHGJFA_155746_10126_15002.wav,images/IISc_VaaniProject_GENERIC_1043.jpg,the wall of the building, The factory is also being built in the factory.,0.3378512859344482, The gas is very hot and the air is also getting wet outside the factory.,0.0864721983671188, grass is greenery and outside factory is also visible wall,0.4630728363990783, the grass is green and you can see a wall outside the factory,0.4177823662757873, grass is green and outside the factory a wall is visible,0.4392080307006836
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113078_11647437_BHGGOTHER_364355_10321_19706.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00852.jpg,the building that houses the headquarters., The taste of the sweet and sour taste is very good. The taste of the sweet and sour taste is very good.,-0.0881150215864181, The gate of the Marathas is open. There are two gates behind. There are many houses on the top.,0.2896919846534729," The gate of the palace is open, two gates are visible on the back, many buildings are on the top",0.2912560105323791, The gate is open. There are two gates on the back. There are many windows on the top.,0.2437910586595535, The gate of the building is open. There are two gates on the back. There are many windows on the top.,0.4314931035041809
audios/IISc_VaaniProject_S_Bihar_Gopalganj_114756_11750293_BHGGFM_363776_413_11939.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00303.jpg,a view of the sunset from the house, This is a small place where you can see the road.,0.3325899839401245," This is a church of a city, a road of a city, a sky of a city, a tree of a tree, a village of a village.",0.2927101850509643," This picture is of a field in which there are millions of people. There are sky, trees, grass.",0.4329681694507599," This picture shows a field, a road, sky, trees, grass.",0.4632386565208435," This picture shows a farm, a road, the sky, trees, grass.",0.425315111875534
audios/IISc_VaaniProject_S_Bihar_Gopalganj_88541_10554754_BHGGFM_363770_6237_19788.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00856.jpg,a wooden structure with a wooden roof and a wooden structure., The place where the place is located is located is located. There are also one of the main places. There are many places where there are many places where there is a lot of space.,0.1393173187971115, There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of greenery in it. There is a lot of green,0.2292306423187255, There is a big tree with a lot of trees and plants.,0.3699760437011719, There is a lot of trees and a lot of trees in this big field.,0.3411151170730591," There is a locky tree, a machan, a beautiful environment, a big field with trees and the sky is very clear.",0.3712471127510071
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113078_11645324_BHGGWAS_365790_11358_18697.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00731.jpg,a road leading to a small building with trees and bushes., The same thing is one small cylinder. The cylinder is the same. The same is the same. The same is the same.,0.0177334547042846," In front of the building, there is a railing building.",0.362771213054657, There is a small building in front of the building. There is a railing in front of the building.,0.4440977573394775, A small building is visible in front of the building. A railing is also visible in front of the building.,0.4420243799686432," In front of the building, you can see a small building and a railing.",0.4361649751663208
audios/IISc_VaaniProject_S_Bihar_Gopalganj_115064_11795067_BHGGOTHER_365007_0_2935.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00132.jpg,a motorcycle parked in a lot next to a building., Here I have a photo of a photo of a photo,0.19647116959095, Here is a photo of me being sent by me.,0.08454529941082, Here is a photo of me,0.1131930500268936, Here I can see a photo.,0.2008172571659088, Here you can see a photo,0.1750808656215667
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107256_11381491_BHGGGY_364078_0_11393.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00175.jpg,a gym with a green ball and black gym equipment., I am going to take a look at the green color of the water.,0.2475685626268386, where people come to count. In front of the running machine is the ball of green color. There is a stool and the gate is in front of it.,0.426335334777832, where people come to work out. There is a running machine in front of it. There is a green colored ball. There is a stool. There is a gate in front.,0.5561483502388," where people come to work out. There is a running machine in front, a green colored ball, a stool and a gate in front.",0.5499138832092285, There is a place where people come to work out. There is a running machine in front of it. There is a green colored ball. There is a stool. And there is a gate in front of it.,0.5702225565910339
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113033_11639573_BHGGOTHER_363523_0_7829.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00569.jpg,a bicycle parked outside of a store with a bike parked in front of it., I have to show you some of the things I have to show you. I have to show you some of the things I have to show you.,0.020364549010992," I have shown some shops in this video. In front of me, I have shown some shops in front of me.",0.4112275540828705," There are shops in this area. In front of which, there are 3 rooms.",0.3604363799095154, There are some shops in front of which there are three iron pillars.,0.2922606468200683, There are some shops in the middle of the road. In front of which there are three pillars. They are made of iron.,0.2946793735027313
audios/IISc_VaaniProject_S_Bihar_Gopalganj_135719_12778984_BHGGLI_364392_3557_8103.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00763.jpg,a room with a wall covered in books and a tree, I am going to show you the coffee cup,0.1133426129817962, where all the coctics were broken,0.0667213723063469, where there are many copies of oil,0.0869894251227378, where there are many copy books and,0.4544429183006286, where many copies of the book are kept,0.4666309952735901
audios/IISc_VaaniProject_S_Bihar_Gopalganj_104779_11251807_BHARCH_352229_13415_19350.wav,images/IISc_VaaniProject_GENERIC_1309.jpg,a monk in a sari at the temple., And it is very tasty. It has been very good.,0.0258186757564544, and many things have been decorated with this dish and many people are here too,0.1427437514066696, lot of things are decorated with charge and lots of people are also here.,0.0342572927474975, and many things are decorated with charch and many people are here.,0.1339485198259353, and many things are decorated with buttermilk and many people are also here.,0.067118614912033
audios/IISc_VaaniProject_S_Bihar_Gopalganj_120779_12499638_BHGGMA_364500_0_9990.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00184.jpg,a group of people standing next to a building.," I will show you the motorbike, the motorbike, the motorbike, the motorbike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the bike, the",0.0416503474116325," I think it is very good for motor cycle, very good for people who are not good for fish.",-0.1199139580130577, you can see many motorcycles and motorcycles here many people are talking behind me,0.1879799664020538, You can see many motorcycles and bicycles here. Many people are driving. There is a big building behind.,0.3507620394229889, You can see many motorcycles and bicycles here. Many people are walking. There is a big building behind.,0.3909089565277099
audios/IISc_VaaniProject_S_Bihar_Gopalganj_108490_11410693_BHGGMR_364523_12344_19457.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00951.jpg,a large stage with a large screen with people sitting on it., The function is also available in the description box.,0.0549883060157299, maybe some function of photo or function of photo or the other one,0.1062730625271797, I think there are some pictures of these functions.,0.0613051168620586, maybe some function or photos are there some function is going on here which is like a chess,0.2704993784427643, There are some function photos here.,0.1452468782663345
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107824_11391538_BHGGWAS_365794_100_6441.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_01000.jpg,a view of the house from the roof, Here we have a flat pan.,0.0931865349411964, There are lots of flowers here and there are green and green flowers and flowers.,0.0904680788516998, There are many blobs here. There are green grass and trees.,0.1514159142971038, There are many plots here. There are green grass and green plants.,0.1093022227287292, There are lots of plots here and there are green grass and peat plants in it.,0.1156204789876937
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113959_11866846_CGKDCO_226413_8_8223.wav,images/IISc_VaaniProject_GENERIC_0618.jpg,two men standing on a dirt road next to a building., The one who is the mother of the mother and the daughter of the mother and the daughter of the mother of the mother and the daughter of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother of the mother,0.0263970550149679, The house is made of wood and you have been raised from this side of the road.,0.2975029945373535, The house was built in front of the house and the entire house was raised from the roof.,0.0909733548760414, The house is being built in front of us and the whole area is being demolished.,0.1081816256046295, The building in front of us is a house. It is made of bricks.,0.2157969921827316
audios/IISc_VaaniProject_S_Bihar_Gopalganj_105577_11391972_BHGGWAS_365801_88_8233.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00256.jpg,two people riding a bike down a street.," This is a road, there are some people walking in this road, a little bit of cycle, which is the bike. The bike is on the bike, it is on the bike.",0.5867394804954529," There is a road, there are many people walking on a motorcycle, which has worn a bag of black leather.",0.3433871269226074," This is a road, some people are walking on it. A boy is on a cycle, wearing a black bag.",0.3344955146312713," This is a road, some people are walking on it. A boy is on a cycle, wearing a black bag.",0.3344955146312713," This is a road, some people are walking on it. A boy is on a bicycle who is wearing a black bag.",0.4372581243515014
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107900_11381184_BHGGGT_364012_0_9602.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00804.jpg,the entrance to the house, This is also a school's gate. It is a piece of gate. It is a blue gate. It is a boat.,0.3152918219566345, This is also a school gate. This is a blue colored gate. This is a board.,0.2525064051151275, This is also a school gate. The blue color gate is placed on the back. There is a board on it.,0.3041454553604126, This is a school gate. It has a blue colored metal gate.,0.3057835698127746," This is a school gate, maybe it is a school gate, it is a blue color, it has an iron gate, a board is attached to it.",0.2778935730457306
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113066_11664506_CGBTEV_166995_7983_11874.wav,images/IISc_VaaniProject_GENERIC_0653.jpg,the ballroom is decorated with lights and rows of chairs., I will use this car for the design,0.1306036114692688, I am using this color as a color of this car,0.1652156412601471, This is the red carpet design,0.3052942156791687, This is red carpet design,0.308659166097641, red carpet design is going on in Jaipuri,0.2886634469032287
audios/IISc_VaaniProject_S_Bihar_Gopalganj_106300_11372558_BHGGAT_363440_8_6410.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00991.jpg,a bank building with a sign on it," There is a bank in the bank, and there is a bank in the bank.",0.5954040288925171, This is a bank. There is a machine made by the ATM of the bank.,0.5758040547370911," Here is a bank, next to it is an ATM machine",0.5737591981887817," There is a bank here. Next to that bank, there is ATM machine of that bank.",0.5530447363853455, This is a bank. There is an ATM machine next to it.,0.6209643483161926
audios/IISc_VaaniProject_S_Bihar_Gopalganj_112865_11654208_TGKTNT_211650_7226_14924.wav,images/IISc_VaaniProject_GENERIC_0776.jpg,the temple is set up for the festival, and its sajapat is full of sajapat. and the bhaher is also made by a man.,0.1187338531017303, and the punishment for this is done by the flowers and the other one is also taken by the person,0.116293616592884, and its decoration is made of flowers and outside one man has also taken a balloon,0.1704051196575164, It is decorated with flowers and a man is standing outside with balloons.,0.2120468467473983, this is decorated with flowers and outside a man is standing with balloons,0.2178865224123001
audios/IISc_VaaniProject_S_Bihar_Gopalganj_108551_11447118_FA_264982_6708_17547.wav,images/IISc_VaaniProject_GENERIC_0012.jpg,a woman loads rice into a cart.," 2th day, the body is formed in the body.",0.0112885562703013, Take 2 mediums of butter and keep it in a medium and keep it in the butter.,0.1174761056900024, Two men were carrying a man's head with two hens. He was carrying the man and keeping the hens inside.,-0.0672625228762626, Two men carry the sacks from the cart and keep them on the head of one man. The man is carrying the sacks inside.,0.1644781976938247, Two men were carrying sacks from the cart and putting them on the head of one man. That man was carrying the sacks inside.,0.156818225979805
audios/IISc_VaaniProject_S_Bihar_Gopalganj_106232_11375975_BHGGCH_363628_10249_20792.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00725.jpg,a small display of dolls inside of a small building.," Now, let's take a look at the design of the design of the design of the design.",0.1590604335069656, The white color is made of white. The design is made of a white wall. The design is made of a wall. The design is made of a wall. The design is made of a wall.,0.1729782670736313, White base with white walls. There is a blue design on the back. There are three statues in front.,0.3918377161026001," White color base, white wall, blue design, and three different statues in front of the mirror.",0.3276689648628235," There is a white base, white wall, blue design on the top and three different statues in the front.",0.3871527910232544
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107830_11402876_CGBTAT_252762_6944_15753.wav,images/IISc_VaaniProject_GENERIC_0057.jpg,a group of people standing in a subway station., The light is getting dark.,0.1280761808156967, The lights are going up and down. There are some houses on the side. The lights are going up.,0.2501769065856933," Light is on, there is darkness on top and some houses are visible on the side and white hill light is on here.",0.139640137553215," Light is on, you can see darkness above. You can see some houses on the side and white color light is on.",0.1051936671137809," Light is on, it is dark outside, there are some houses on this side and white light is on.",0.1264755725860595
audios/IISc_VaaniProject_S_Bihar_Gopalganj_106344_12840281_BHGGMO_364579_8_8195.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00635.jpg,the water level is now being drained for the dam., I am going to the city of Kerala.,0.0657697319984436, I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the hospital. I am going to the,0.0630832388997078," There is a water well here, there is a water well below. There is a lot of water and water is flowing down.",0.5259582996368408," There is a big well here, and there is a pond below. There are many wells and a TV is also on.",0.39455047249794," There is a big hole here, there is water under the building, there are many flowers and trees.",0.3037146329879761
audios/IISc_VaaniProject_S_Bihar_Gopalganj_109968_11545291_TGNLBC_149852_0_8968.wav,images/IISc_VaaniProject_GENERIC_0997.jpg,a book store with books on shelves and a sign, There is a very big shop here. There is a shop here. There is a shop here.,0.443714827299118, There is a very big room here. There are many people here.,0.2053389102220535, Here is a huge shop. Here is a lot of things. Here are some people.,0.4268594086170196," There is a big shop here, there are many things here, and some people are also seen here.",0.4236731827259063, There is a big shop here. There are a lot of things here. I can see some people here.,0.4263117015361786
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107842_11395773_TGNLRMS_203852_10868_18623.wav,images/IISc_VaaniProject_GENERIC_0973.jpg,a stream of water flowing down a hill," The water is also very soft, it is full of food, it is also very tasty, it is also very tasty.",0.2313753068447113, There are also red and red lights on top. The water is also very beautiful.,0.2349593937397003, The sky is also very bright. The trees are also very colorful. The flowers are green. The water is also very fresh.,0.1895687580108642," There is sky above, the trees are green, the flowers are green, the water is flowing very fast.",0.3832366168498993, The sky is also beautiful. The trees are colorful and the flowers are green. The water is flowing very fast.,0.3246377408504486
audios/IISc_VaaniProject_S_Bihar_Gopalganj_107830_11398423_CGKDOTHER_301479_9031_17879.wav,images/IISc_VaaniProject_GENERIC_0634.jpg,a pile of avocados on a table., I am using a red color and a red color,-0.035028152167797, which is visible on paper in the corner and in the corner there is a red color and there is a yellow packet,0.1604675650596618, There is a red color pocket in the middle of the paper,0.1261833012104034," Next to the paper, there is a red packet of iron.",0.1562103331089019, Now take a red color paper and place a packet of iron on it.,0.1361566483974456
audios/IISc_VaaniProject_S_Bihar_Gopalganj_114065_11816089_BHGGPL_364894_4697_8287.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00680.jpg,a group of motorcycles parked on the side of the road., I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and I am taking the ladies' view and,0.1658948808908462, and take the ladies' men's work to the school.,0.0352214910089969," There are two things, one is Kalydeas, the other is active.",0.0333271026611328, There is a lady who is running an active shop.,-0.0348503217101097, There is also a group of people who are active in anti-calidation.,0.1798331886529922
audios/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11961350_BHGGFN_363945_7408_19634.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00868.jpg,the fountain in the garden, Here there is a small water in the village.,0.4432310461997986," Here, the flowers are also being given by the flowers. The flowers are also being given by the flowers. There is also a small water source in the middle of the flower.",0.5077962875366211," Here, flowers are also showing yellow, red too. Greenery is showing the color of plants. A small water stream is also applied in the middle of the plant.",0.4293662011623382," Here, the flowers are yellow and red. The plants are green. There is a small water fountain in the middle of the plant.",0.6275871396064758, The color of the flowers is yellow and red. The color of the plant is green. There is a small waterfall in the middle of the plant.,0.4247271418571472
audios/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11967317_BHGGGY_364051_178_12576.wav,images/IISc_VaaniProject_Gopalganj-SPECIFIC_00404.jpg,the gym is set to open., This is a gem which is also seen in a tree. The two types of gem are the same as the machine. The two types of gem are the same as the one that is used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used to,0.0767896622419357, Here is a Jim ka Dris. There are also a few people who are giving a view of Jim. The two sides of Jim are kept in the same place as the Masin.,-0.0603856816887855, Here is a gym's view. A man is also showing a gym. Both the gyms are equipped with a machine. This is done by exercising.,0.6187132000923157, This is a gym. One man is also seen in the gym. There are iron machines on both sides of the gym. They are used for exercise.,0.5413557291030884, This is a picture of a gym. There is a man in the gym. There are iron machines on both sides of the gym. They are used to exercise.,0.5924009084701538
audios/IISc_VaaniProject_S_Bihar_Gopalganj_113332_11676179_BHARBA_351899_2494_12434.wav,images/IISc_VaaniProject_GENERIC_0433.jpg,a man sitting in a chair getting his hair cut., We have seen the village of Kachla.,-0.055634006857872, The chair is placed on the side of the car. The car is placed on the TV. The car is going to the bar.,0.2570385634899139, There is a blue chair on the side of a man. He is wearing a green shirt and a TV. He is wearing a hair cut.,0.6623463034629822," There is a blue chair, a man standing on the side, glasses, TV, hair cutting machine.",0.5662447214126587," A man is standing beside a blue chair, with glass and a TV. He is going to the bar.",0.2561939358711242
audios/IISc_VaaniProject_S_Bihar_Gopalganj_106904_11366119_MRAAT_256643_38_12935.wav,images/IISc_VaaniProject_GENERIC_0097.jpg,the crowd watching the game," Here we have a very nice build that is the petrol pump. Here also, in the garden, we have come to the petrol pump. Here also, there are a lot of other things in the car.",-0.0015068805078044, Here we have a lot of oil which is petrol pump. Here we have all the oil pump for petrol. Here we have all the different shirts and red color.,0.0141980238258838, There are many types of wheels which are petrol pumps. All of them are for filling the car with petrol. All of them are of different shades of red.,-0.0050654793158173," here are many petrol pumps, they are used to fill petrol in cars, here they are wearing different shirts of red color",0.0438020005822181," there is a lot of crowd here, this is a petrol pump. Everyone has come here to fill petrol in the car. Everyone is wearing different red shirts.",0.3043690621852875
audios/IISc_VaaniProject_S_Bihar_Gopalganj_124280_12083457_APVFIM_180006_283_13674.wav,images/IISc_VaaniProject_GENERIC_0422.jpg,a vendor sells fresh fish at a market., The same is the same as the other one.,0.0060911457985639, This is the main area of the village.,0.0759469047188758," you can see here is a lot of fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a big thin fish, you can see here is a",0.2483713775873184, You can see many fish here.,0.4425497651100158," Here you can see many fishes, all are fishes, you can see here, here is a fat and thin fish, this man is wearing a green shirt, wearing glasses.",0.3358347415924072
