audio_path,image_path,caption,tiny_transcription,tiny_similarity,base_transcription,base_similarity,small_transcription,small_similarity,medium_transcription,medium_similarity,large_transcription,large_similarity
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11412558_BHGGME_364698_9266_18959.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00709.jpg,a glass display case with a statue and a clock., Take a bite and see if it is done.,0.0146202612668275, A man was standing on the ground and he was looking at the house. He was looking at the house. Some of the birds were written on the ground.,0.1628779619932174," There is a statue, there is a lamp, there are some houses behind it. There is something written on the walls.",0.5726575255393982, I have a wooden statue on my wall.,0.5034342408180237," There is a statue, a net, a house, a wooden board, and a sign.",0.5302758812904358
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11411972_BHGGPL_364901_8_7335.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00321.jpg,a car parked in a parking lot next to a gas station.," 1 parking car for 2 days, which is very cost-cars. 1 bike, and a car for 2 days.",0.3563923239707947, There is a parking photo of a car that has a lot of cars. There is a bike and a picture of a car.,0.5932191014289856, This is a parking photo with many cars standing in it. There is a side view and many buildings behind it.,0.5485060811042786, This is a photo of a parking lot with many cars parked. There is a bike and many buildings behind.,0.5677266120910645, This is a photo of a parking lot with a lot of cars parked. You can see a bike. There are a lot of buildings behind.,0.526649534702301
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11410805_BHGGGT_364029_8_5321.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00137.jpg,a view of the floor in the room., This is a vehicle that is used to paint the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of the photos of,0.1736788749694824, This is a photo of a house with tiles and tiles.,0.4319958090782165, This is a picture of a house where there are tiles and yellow color pan,0.3404492735862732, This is a photo of a house with tiles painted in yellow color,0.364969402551651," This is a photo of a house with tiles, yellow color pants,",0.3834676742553711
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11548034_APATHEC_134339_313_7131.wav,Image/IISc_VaaniProject_GENERIC_0496.jpg,person works out in the gym, The photo is very similar to the photo of the photo.,0.0846073403954505, There are a lot of people who want to zoom in on a black color.,-0.0031018340960144, This is a photo of a gym where many people are doing gyms. The boy is wearing a grey shirt and a black pajamas.,0.495888203382492, This is a photo of a gym where many people are doing their gym. The boy is wearing a grey t-shirt and black pyjamas.,0.5245715975761414, This is a photo of a gym where many people are doing gym. The boy is wearing a grey t-shirt and black pyjamas.,0.5194383263587952
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11549394_KTDKAHO_27426_498_10065.wav,Image/IISc_VaaniProject_GENERIC_0541.jpg,a table full of plates of food., This is a table of photo. This is a very bright red color. It is a hotbed. It is not a ring. It is a cold ring bottle.,0.1600019484758377, This is a photo of a table. There are many brands on it. There is also a hand. The ring is worn. And the water on the top of the ring is on the tissue paper.,0.3216180503368377," This is a photo of the table with a lot of bright lights. You can see someone's hand on it. The ring that is not on the table. Cold drink, water, tissue paper.",0.4093673229217529," This is a photo of a table with lots of biryani and some hands with rings and cold ring bottles, tissue papers.",0.370131105184555," This is a table photo, there are many biryani on it. You can see someone's hand, the one wearing the ring and cold drink bottle, tissue paper.",0.2831512093544006
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11547263_KTCMICC_300336_6899_15694.wav,Image/IISc_VaaniProject_GENERIC_0713.jpg,a cricket ball on a field with a bat," And also, we have a good one. We have a good one. We have a good one. We have a good one.",0.1153124794363975," and the color of the back is also gold. In front of the white line, the back is also a white line.",0.1138832047581672, and behind it is a white line and behind it is a white line,0.2082242667675018, and behind that is a girl with golden hair. There is a white line in front and behind that too.,0.0610558167099952, and the back of the white line is also gold.,0.1777725666761398
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11411006_BHGGFIM_363874_8_11757.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00013.jpg,a man is selling fish at a market., I have been very busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for a long time. I have been busy for,0.0224873721599578, There are many beautiful pictures of the house. The building is in a big box. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the house. There is a big box of the,-0.0201047677546739, There are many fishes in the photo. There are many boxes and boxes. There is a bull pen. There is a guy who is making a call.,0.4905505180358886, There are many fishes in the photo. There are many boxes below. An uncle is sitting on the bulb. There is a table. A boy is playing the phone.,0.3426398932933807," There are many fishes in the photo, there are many boxes under the bucket. An uncle is sitting on the bull, keeping the scales, a boy is burning the phone.",0.2471942603588104
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11410246_BHGGFM_363796_8_10571.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00471.jpg,a field of green plants with a cloudy sky, This is a photo of a man who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a girl who is looking for a,0.0736980587244033, This is a photo of a village where the grass is growing. There are many houses behind it. There are also the fields of the sky.,0.4685553014278412," This is a picture of a farm where green color grass is visible, all those houses are visible, here is the sky, there are trees too.",0.5200175046920776," This is a picture of a field where you can see the green grass, houses, blue sky and trees.",0.631511926651001, This is a picture of a field where grass is being grown. There are many houses in the background. There is also blue sky. There are trees and plants.,0.5830079913139343
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11411972_BHGGPL_364901_7515_17266.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00321.jpg,a car parked in a parking lot next to a gas station., I will show you a light light. I will show you a water-based plant.,0.1114494279026985," One foot is visible, one light is visible, one light is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one is visible, one",0.0672602206468582," I can see a tree, a light pole, a sky, a yellow pan on the border.",0.1181814149022102," I can see a tree, a light pole, the sky, a yellow pant on the border.",0.1281525641679763," A tree is visible, a light pole is visible, the sky is visible, a yellow pant is visible on the border.",0.1203496158123016
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11548105_APCTBC_171214_498_6275.wav,Image/IISc_VaaniProject_GENERIC_0454.jpg,a man is standing in front of a book store., This is a photo of a photo of a man who has a shop named Teja Book stall in Samnik.,0.3879905343055725, This is the photo of station which is called Teja Book stall near Teja Book Store.,0.3356973826885223," This is a photo of a station outside, in front of which there is a shop called Teja Book stall. It has a mixed centre.",0.3550170063972473," This is a photo outside the station, in front of which there is a shop named Teja Book stall, there is a centre near it.",0.3795771896839142," This is a photo of outside the station, there is a shop called Teja Book stall, there is a centre near it.",0.3647506833076477
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11410805_BHGGGT_364029_5686_17122.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00137.jpg,a view of the floor in the room.," 2-3 times, the red and the paint is red. The paint is painted in the third year.",0.0739122480154037, Two doors are on the door and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red and the windows are on red,0.2223060131072998," There are two doors, red and yellow are the panning doors. Inside there are three chairs. Inside there is a blue panning and a bulb is burning.",0.3325262665748596," There are two doors, red and yellow colour paint is applied on the doors. Inside there are three chairs, there is a blue colour paint on the wall and a bulb is burning.",0.3786445558071136," There are two doors, one is red and the other is yellow. There are three chairs inside. There is a blue paint on the wall and a bulb is burning.",0.3963705897331238
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11412558_BHGGME_364698_498_9004.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00709.jpg,a glass display case with a statue and a clock., This is an exhibition. It's a village of Kajkandar. It's a village of Mithi. It's a village of Kaur.,0.1616829335689544," This is an exhibition, which was made of wood, wood and wood.",0.31352299451828, This is an exhibition of wood and clay in the glass.,0.4880717396736145, This is an exhibition of wooden and clay objects and some paper sheets.,0.3716654479503631, This is an exhibition of wooden and clay objects.,0.4010354578495025
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11410246_BHGGFM_363796_12090_17231.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00471.jpg,a field of green plants with a cloudy sky, The garden is closed.,0.3087895512580871, The house is very clean. The walls are covered with glass.,0.1108816042542457," The grass is very green, the wheat is visible, the white-colored flowers are visible.",0.5113680958747864," I can see a lot of grass, white flowers and a lot of potted plants.",0.4595686793327331," There is a lot of grass, white flowers are seen.",0.4259258508682251
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11547263_KTCMICC_300336_90_6877.wav,Image/IISc_VaaniProject_GENERIC_0713.jpg,a cricket ball on a field with a bat," The ground is very thick, so it is very thin, which is a green color, and a white color is gold.",0.1627871543169021," This is a crown photo, there are many colors of green and there is a wicket in front of it, which is a gold color.",0.4080511927604675, This is a ground photo of green color and a wicket in front of it.,0.4698136150836944," There is a photo of a ground, there are many green grass and there is a golden wicket.",0.4972123503684997, This is a ground photo of green grass and a wicket with golden colour.,0.4528417885303497
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11549394_KTDKAHO_27426_10065_15570.wav,Image/IISc_VaaniProject_GENERIC_0541.jpg,a table full of plates of food., The white color is also quite flat. The bottom of the base is also visible on the bottom of the base.,0.1046230196952819, and all the white colored plates are also visible.,0.4406619071960449, and many white colored plates. Here you can see a bottle of Biscuits and two glasses.,0.5089392066001892, There are many white plates as well. Here you can see a bottle of Bisleri and two glasses.,0.422051727771759, and white plates. Here you can see a Bisleri bottle and two glasses.,0.4116080701351166
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11548034_APATHEC_134339_7131_13690.wav,Image/IISc_VaaniProject_GENERIC_0496.jpg,person works out in the gym," and shoes pants, but the jumper is getting racking and I have got it from the back. and the lights are getting bigger.",0.1273745149374008, And shoes pants are just covered with dumbbells. They are also worn out. And they are also worn out. And the lights are also showing.,0.1887808591127395, and shoes pants are covered with jumble and there is a fan and lights,0.0696593895554542, and shoes. There are dumbbells here. There is a fan here. And there are lights too.,0.1404361128807068," and shoespan, there are jambals, there is a fan, lights are also visible",-0.0063522434793412
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_106335_11548105_APCTBC_171214_6655_18911.wav,Image/IISc_VaaniProject_GENERIC_0454.jpg,a man is standing in front of a book store.," The ingredients are made with green chili powder, which is a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a",-0.0625396594405174," In front of the tent, there is a tent with a green shirt and a t-shirt. There is a banner in front of the tent. There is a house in front of the tent. There are ties in the tent.",0.1136087477207183, There is a guy standing in front of her wearing a green shirt. There is a girl in front of her wearing a shirt and a t-shirt. There is a banner on which she is making a house. And there are ties on the bottom.,0.1998072862625122, There is a boy standing in front wearing jeans and a girl wearing a grey shirt. The girl is wearing a shirt and a t-shirt. There is a banner on which the house is built and there are ties attached.,0.0938730239868164, There is a boy wearing a grey shirt and a girl wearing a t-shirt. There is a banner with a house on it and ties.,-0.0330942198634147
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11960821_BHGGGA_363970_211_10663.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00851.jpg,a rose in the garden, This is a Medan's tradition. It is a very beautiful place.,0.1901663839817047," This is a temple's temple, which has four walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls, walls,",0.1083781272172927," Here is a view of a field, full of greenery and trees. There are many beautiful flowers on the side.",0.4938274621963501, This is a view of a plain where there are green trees and plants. There are many flowers on the banks.,0.2934727668762207, This is a view of a field surrounded by green trees and plants. There are also beautiful flowers on the edge.,0.4774761497974396
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11957578_BHGGFM_363776_5516_16100.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00303.jpg,a view of the sunset from the house, The village's upper-left side is also visible. The village's Bichobich is also visible. There is no visible in the village.,0.2243861854076385, The village's upper corner is also visible in the middle of the village. The village's beach is also a road-like area. There is no point in showing any of the village's views.,0.2646035552024841, The clouds of the sky are visible on the village. There is a road between the village. No one is visible in the village.,0.3444831669330597, The village is also seen to be covered in light blue clouds. There is a road in the middle of the village. No one is seen in the village.,0.3097847700119018, The village is also being covered in a cloud of light. There is a road in the middle of the village. No one is seen in the village.,0.3480562269687652
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11961350_BHGGFN_363945_7408_19634.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00868.jpg,the fountain in the garden, Here there is a small water in the village.,0.4432310461997986," Here, the flowers are also being given by the flowers. The flowers are also being given by the flowers. There is also a small water source in the middle of the flower.",0.5077962875366211," Here, flowers are also showing yellow, red too. Greenery is showing the color of plants. A small water stream is also applied in the middle of the plant.",0.4293662011623382," Here, the flowers are yellow and red. The plants are green. There is a small water fountain in the middle of the plant.",0.6275871396064758, The color of the flowers is yellow and red. The color of the plant is green. There is a small waterfall in the middle of the plant.,0.4247271418571472
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11972010_BHGGGY_364078_7497_15029.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00175.jpg,a gym with a green ball and black gym equipment., There is a very big ball of the sky. The sky is very colorful. The sky is very beautiful in the evening.,0.1525242030620575," There is a very big ball showing here, which is a colourful colour. There is a blue colour table in front of it.",0.3947223126888275," There is a big ball here, which has a green color. There is a blue table in front.",0.4535038471221924," Here you can see a big ball with green color. In front of it, you can see a blue colored table.",0.4035851955413818," Here you can see a big ball with green color. In front of it, you can see a blue colored table.",0.4035851955413818
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11963627_BHGGHO_364320_0_6429.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00366.jpg,a person standing next to a refrigerator in a room., This is a very beautiful dress that is made of black and white color.,-0.0164110623300075, Here is a reception dress which has a yellow color on it.,0.1438813954591751, Here is a receptionist whose rag is covered with a yellow color cloth.,0.2908671796321869, This is a reception view with a yellow pot on the rack.,0.1592997908592224, This is a reception where a yellow pot is kept on the rack.,0.2212436944246292
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11959403_BHGGGT_364029_0_6078.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00137.jpg,a view of the floor in the room., Here is a place where the village is located.,0.1835545748472213, Here is a house of a village. The village is made of a lake.,0.2351660877466201, Here is a door for the house. The door is made of iron.,0.3114141523838043, Here you can see a house door. The door is made of iron.,0.3157197833061218, Here you can see a door of a house. The door is made of iron.,0.3419269621372223
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11969355_BHGGJAT_364356_3_5506.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00082.jpg,a temple in the middle of a city., This is a wonderful dress which is very beautiful and has a lot of light on it.,0.2011870592832565, This is a temple which is sitting in a very long time.,0.6716885566711426, This is a temple with many devotees sitting ahead of it.,0.5963373780250549, This is a temple which is surrounded by many devotees.,0.6539028286933899, This is a temple where many devotees are sitting.,0.5920092463493347
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11963627_BHGGHO_364320_6813_15588.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00366.jpg,a person standing next to a refrigerator in a room.," The weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice, the weather is very nice,",-0.00788782723248," Many paintings are also made of paintings. The paintings are made of God, Rana's Ji.",-0.0529778636991977," There are many paintings on the walls of the reception. On the painting, there is a painting of Lord Ganesh.",0.0622411146759986, There are many paintings on the walls of the reception. Lord Ganesha's picture is kept on the paintings.,0.0972717776894569, There are many paintings on the walls of the reception. The painting is of Lord Ganesha.,0.0664401352405548
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11959403_BHGGGT_364029_6364_13888.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00137.jpg,a view of the floor in the room., The village's upper-looking area is also closed. The village's area is closed and the village is closed.,0.1428830176591873," On the top of the door, there is also a path to the lake. The door has been turned red.",0.2410017549991607, There are also arrows on the door. The door has been decorated with various colors.,0.2380222827196121, Iron arrows have been placed on the door. The door has been decorated with different colours.,0.1903363913297653, The door has iron-pointed arrows on it. The door has been decorated in different colours.,0.1943251341581344
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11962147_BHGGGA_363981_11598_19840.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00708.jpg,a garden filled with flowers., There are many people who have been very scared and have been scared.,-0.0214970111846923," Here, there are many types of trees, flowers, which have red, green, yellow, and yellow.",0.3701508045196533," There are many flowers with red, green, yellow and colored plants.",0.5905435681343079," There are many types of flowers here, which have red, green, yellow colored plants.",0.5498210787773132," There are many kinds of plants here, red, green, yellow.",0.4678085446357727
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11964519_BHGGGA_363978_6733_14151.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_01006.jpg,a garden with a large green bush and a small yellow flower., The small small area has been built in the same way. The area has been built in the same way.,0.2262656539678573, Every small tree has been planted with a stone which has been planted with a stone of a golden tree.,0.2519706487655639, Small trees have been decorated with a round shape.,0.3236443996429443, These small green plants have been decorated with round shaped plants.,0.4309265315532684, It is decorated with small green trees which are shaped like a circle.,0.4454444050788879
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11959198_BHGGFIM_363879_9251_18240.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00157.jpg,fish market in the old city, There are many people who are very good at this. Here is a small place to see. This is a beautiful place.,0.147905096411705, Many people are very poor. There are also children here who have been given a new clothes.,0.1347405016422271," Many people are buying fish here. Here, one child is also showing the fish. He has worn a pink cloth.",0.4859773814678192, Many people are buying fish. Here one child is also seen who is wearing a pink cloth.,0.4668425023555755, Many people are buying fish. Here you can see a child wearing a pink cloth.,0.4749569892883301
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11964006_BHGGFN_363941_430_6960.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00739.jpg,a statue of a woman holding a bucket of water., This is a kind of a cultural heritage which has been created by a Mahila.,0.206743374466896," This is a stone statue, which is located in the middle of a palace.",0.3705702424049377, This is a stone stone stone which has been decorated in the form of a woman.,0.4094434976577759," This is a stone doll, which is decorated in the shape of a woman.",0.4685948491096496, This is a stone statue which has been decorated in the form of a woman.,0.6051987409591675
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11966491_BHGGGA_363959_9965_14405.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00270.jpg,the garden is full of flowers, The sound is very beautiful. The sound is very beautiful.,0.1754453480243683," The phone is very beautiful, which is very beautiful.",0.2282252013683319," The flowers are very beautiful, the leaves are green.",0.5536050796508789," The flowers are looking very beautiful, the leaves are looking very green.",0.5633971691131592, The flowers are looking very beautiful and the leaves are looking very green.,0.5709857940673828
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11966491_BHGGGA_363959_8_9744.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00270.jpg,the garden is full of flowers, One person is showing a very beautiful place.,0.176981046795845, There is a place where we are showing a very beautiful view on the bridge.,0.1331970691680908, There is a place on the ground where there are many flowers.,0.6775568723678589, This is a deserted place. There are plants on the soil and many flowers of light colour are visible.,0.5306230783462524, There is a deserted place here. There are some plants on the ground and there are some bright flowers on it.,0.516086220741272
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11960956_BHGGFM_363790_359_7428.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00717.jpg,a rice field in the countryside, This is a very big hit. It is very big hit. It is very big. It is very big. It is very big.,0.0767427608370781, There is a very big stone in the stone. There are very big stones and stones.,0.2665372490882873, This is a green field. There are four sides of the field with green plants.,0.5104394555091858, This is a green field. There are green trees and plants all around the field.,0.5010554790496826, This is a green field. There are big green trees and plants all around the field.,0.5003538131713867
Audio/IISc_VaaniProject_S_Bihar_Gopalganj_118961_11957345_BHGGFLM_363900_223_7802.wav,Image/IISc_VaaniProject_Gopalganj-SPECIFIC_00652.jpg,a table with flowers and a vase on it, The second rule is that the second is a bed of 1st. The second is the first one.,0.0941478088498115, There is a shop in the shop. There is a man sitting on the shop. The man has worn a blue-colored clothes.,0.0038900002837181, There is a shop in Gul Dasta. A man is sitting on the shop. A man has worn blue colored clothes.,-0.025057153776288, This is a flower shop. A man is sitting on the shop. The man is wearing blue colored clothes.,0.2721246480941772, There is a shop of a man in a blue coloured dress.,0.0319821946322917
